TimeStamp,ch1,ch2,ch3,ch4
1945.6449,572.06,-161.12,-7043.31,2595.0
1945.6489,559.0,-171.85,-7060.77,2583.55
1945.6529,563.43,-177.1,-7089.28,2569.87
1945.6569,576.02,-171.85,-7098.63,2571.73
1945.6609,586.32,-158.31,-7064.77,2591.18
1945.6649,573.73,-161.5,-7045.08,2594.52
1945.6686,561.57,-168.9,-7059.77,2585.84
1945.6726,566.77,-170.95,-7090.57,2574.63
1945.6766,582.74,-163.41,-7095.0,2578.16
1945.6806,587.46,-154.69,-7060.24,2595.0
1945.6846,575.4,-154.54,-7037.12,2601.81
1945.6886,561.0,-164.51,-7053.23,2590.75
1945.6926,564.15,-169.94,-7084.75,2578.21
1945.6966,584.79,-159.45,-7087.99,2581.98
1945.7006,589.18,-151.92,-7056.43,2597.05
1945.7046,582.84,-149.77,-7031.39,2607.01
1945.7086,571.35,-158.6,-7049.08,2596.24
1945.7126,576.07,-160.46,-7078.27,2585.08
1945.7166,590.75,-153.16,-7086.18,2585.94
1945.7206,588.99,-151.97,-7060.24,2593.33
1945.7246,573.25,-158.88,-7042.27,2594.57
1945.7286,564.77,-164.37,-7050.61,2590.13
1945.7326,580.31,-158.88,-7068.92,2587.75
1945.7366,588.18,-160.17,-7084.47,2581.84
1945.7406,590.13,-154.78,-7059.67,2593.47
1945.7446,576.21,-159.69,-7039.07,2596.81
1945.7486,561.05,-170.04,-7053.9,2584.41
1945.7526,568.2,-168.61,-7081.99,2576.69
1945.7566,583.46,-161.84,-7094.48,2578.16
1945.7606,588.27,-155.59,-7067.06,2591.42
1945.7646,580.5,-154.69,-7039.12,2600.53
1945.7686,572.49,-157.93,-7046.03,2596.57
1945.7726,575.21,-164.08,-7077.69,2583.07
1945.7766,583.7,-164.89,-7090.81,2578.31
1945.7806,592.37,-152.54,-7056.0,2596.04
1945.7846,578.79,-158.02,-7034.97,2599.05
1945.7886,562.62,-168.8,-7050.28,2588.22
1945.7926,569.58,-170.09,-7077.31,2577.93
1945.7966,584.41,-165.84,-7089.81,2575.92
1945.8004,585.75,-158.6,-7061.58,2590.32
1945.8044,574.64,-159.12,-7036.93,2598.76
1945.8084,563.67,-168.09,-7049.66,2588.7
1945.8124,573.16,-167.18,-7074.02,2583.69
1945.8164,588.51,-159.79,-7083.27,2584.36
1945.8204,593.66,-152.06,-7054.0,2599.76
1945.8244,584.22,-153.11,-7030.11,2607.44
1945.8284,574.16,-157.59,-7037.07,2603.34
1945.8324,582.74,-156.45,-7060.81,2594.95
1945.8364,596.57,-151.82,-7070.4,2593.47
1945.8404,599.77,-145.63,-7046.65,2605.25
1945.8444,586.37,-147.06,-7022.72,2610.16
1945.8484,576.4,-152.54,-7031.01,2604.2
1945.8524,588.51,-148.87,-7051.99,2602.15
1945.8564,599.0,-146.68,-7066.25,2598.72
1945.8604,601.43,-141.91,-7042.27,2609.3
1945.8644,587.7,-143.96,-7021.9,2614.64
1945.8684,578.17,-149.73,-7026.86,2608.01
1945.8724,580.98,-156.21,-7057.05,2594.95
1945.8764,591.56,-154.3,-7071.73,2592.09
1945.8804,597.38,-146.96,-7044.32,2604.91
1945.8844,589.28,-147.15,-7018.19,2611.26
1945.8884,580.45,-151.06,-7028.06,2606.11
1945.8924,585.75,-155.4,-7060.96,2594.42
1945.8964,595.19,-154.54,-7079.55,2588.32
1945.9004,594.04,-150.78,-7057.67,2595.52
1945.9044,584.89,-151.16,-7030.96,2602.29
1945.9084,571.78,-160.46,-7039.83,2595.14
1945.9124,582.12,-157.31,-7061.77,2591.13
1945.9164,591.42,-158.31,-7078.7,2585.22
1945.9204,591.47,-154.35,-7056.86,2594.19
1945.9244,582.93,-153.73,-7030.25,2602.39
1945.9284,565.15,-165.75,-7044.65,2590.94
1945.9321,576.73,-163.46,-7068.73,2587.18
1945.9361,597.95,-155.31,-7077.41,2589.27
1945.9401,592.99,-155.16,-7056.48,2596.0
1945.9441,580.5,-156.21,-7030.39,2601.81
1945.9481,571.39,-163.65,-7038.31,2593.09
1945.9521,573.97,-170.18,-7072.16,2579.93
1945.9561,586.8,-166.65,-7090.9,2577.11
1945.9601,592.09,-159.6,-7068.06,2586.46
1945.9641,582.89,-159.36,-7039.98,2596.81
1945.9681,568.49,-168.18,-7048.32,2589.42
1945.9721,572.3,-172.9,-7079.84,2575.92
1945.9761,583.22,-170.18,-7096.63,2572.78
1945.9801,582.5,-167.56,-7073.26,2582.41
1945.9841,574.87,-167.66,-7047.75,2589.75
1945.9881,562.86,-173.57,-7054.62,2582.84
1945.9921,570.87,-173.85,-7082.32,2573.68
1945.9961,587.27,-167.42,-7094.34,2574.63
1946.0001,590.37,-162.22,-7070.4,2586.27
1946.0041,584.94,-156.93,-7039.93,2599.67
1946.0081,566.15,-168.99,-7050.94,2587.94
1946.0121,572.97,-169.9,-7075.74,2580.36
1946.0161,590.09,-162.36,-7085.37,2582.31
1946.0201,594.09,-156.59,-7062.34,2592.28
1946.0241,584.17,-156.5,-7038.07,2599.29
